prompt,true answer,subject,relation,relation id,object,template,cue entity start idx,cue entity end idx,true object first token id
Telemiracle was developed in,Canada,Telemiracle,country of origin,P495,Canada,[X] was developed in [Y].,0,3,17940
Larb was created in,Laos,Larb,country of origin,P495,Laos,[X] was created in [Y].,0,1,43
"Larb, that was created in",Laos,Larb,country of origin,P495,Laos,"[X], that was created in [Y].",0,1,43
"Larb, created in",Laos,Larb,country of origin,P495,Laos,"[X], created in [Y].",0,1,43
"Larb, that originated in",Laos,Larb,country of origin,P495,Laos,"[X], that originated in [Y].",0,1,43
Larb originated in,Laos,Larb,country of origin,P495,Laos,[X] originated in [Y].,0,1,43
Larb formed in,Laos,Larb,country of origin,P495,Laos,[X] formed in [Y].,0,1,43
Larb was formed in,Laos,Larb,country of origin,P495,Laos,[X] was formed in [Y].,0,1,43
"Larb, that was formed in",Laos,Larb,country of origin,P495,Laos,"[X], that was formed in [Y].",0,1,43
Larb was formulated in,Laos,Larb,country of origin,P495,Laos,[X] was formulated in [Y].,0,1,43
"Larb, formulated in",Laos,Larb,country of origin,P495,Laos,"[X], formulated in [Y].",0,1,43
"Larb, that was formulated in",Laos,Larb,country of origin,P495,Laos,"[X], that was formulated in [Y].",0,1,43
Larb was from,Laos,Larb,country of origin,P495,Laos,[X] was from [Y].,0,1,43
"Larb, from",Laos,Larb,country of origin,P495,Laos,"[X], from [Y].",0,1,43
"Larb, that was developed in",Laos,Larb,country of origin,P495,Laos,"[X], that was developed in [Y].",0,1,43
Larb was developed in,Laos,Larb,country of origin,P495,Laos,[X] was developed in [Y].,0,1,43
"Larb, developed in",Laos,Larb,country of origin,P495,Laos,"[X], developed in [Y].",0,1,43
Kenkey was created in,Ghana,Kenkey,country of origin,P495,Ghana,[X] was created in [Y].,0,1,41126
"Kenkey, that was created in",Ghana,Kenkey,country of origin,P495,Ghana,"[X], that was created in [Y].",0,1,41126
"Kenkey, created in",Ghana,Kenkey,country of origin,P495,Ghana,"[X], created in [Y].",0,1,41126
"Kenkey, that originated in",Ghana,Kenkey,country of origin,P495,Ghana,"[X], that originated in [Y].",0,1,41126
Kenkey formed in,Ghana,Kenkey,country of origin,P495,Ghana,[X] formed in [Y].,0,1,41126
Kenkey was formed in,Ghana,Kenkey,country of origin,P495,Ghana,[X] was formed in [Y].,0,1,41126
"Kenkey, that was formed in",Ghana,Kenkey,country of origin,P495,Ghana,"[X], that was formed in [Y].",0,1,41126
Kenkey was formulated in,Ghana,Kenkey,country of origin,P495,Ghana,[X] was formulated in [Y].,0,1,41126
"Kenkey, formulated in",Ghana,Kenkey,country of origin,P495,Ghana,"[X], formulated in [Y].",0,1,41126
"Kenkey, that was formulated in",Ghana,Kenkey,country of origin,P495,Ghana,"[X], that was formulated in [Y].",0,1,41126
Kenkey was from,Ghana,Kenkey,country of origin,P495,Ghana,[X] was from [Y].,0,1,41126
"Kenkey, from",Ghana,Kenkey,country of origin,P495,Ghana,"[X], from [Y].",0,1,41126
"Kenkey, that was developed in",Ghana,Kenkey,country of origin,P495,Ghana,"[X], that was developed in [Y].",0,1,41126
Kenkey was developed in,Ghana,Kenkey,country of origin,P495,Ghana,[X] was developed in [Y].,0,1,41126
"Kenkey, developed in",Ghana,Kenkey,country of origin,P495,Ghana,"[X], developed in [Y].",0,1,41126
Kumudam was created in,India,Kumudam,country of origin,P495,India,[X] was created in [Y].,0,3,21569
Kumudam formed in,India,Kumudam,country of origin,P495,India,[X] formed in [Y].,0,3,21569
Kumudam was formed in,India,Kumudam,country of origin,P495,India,[X] was formed in [Y].,0,3,21569
"Kumudam, that was formed in",India,Kumudam,country of origin,P495,India,"[X], that was formed in [Y].",0,3,21569
Kumudam was from,India,Kumudam,country of origin,P495,India,[X] was from [Y].,0,3,21569
"Kumudam, who was from",India,Kumudam,country of origin,P495,India,"[X], who was from [Y].",0,3,21569
Blowup was created in,Italy,Blowup,country of origin,P495,Italy,[X] was created in [Y].,0,2,45001
"Blowup, that was created in",Italy,Blowup,country of origin,P495,Italy,"[X], that was created in [Y].",0,2,45001
"Blowup, created in",Italy,Blowup,country of origin,P495,Italy,"[X], created in [Y].",0,2,45001
"Blowup, that originated in",Italy,Blowup,country of origin,P495,Italy,"[X], that originated in [Y].",0,2,45001
Blowup originated in,Italy,Blowup,country of origin,P495,Italy,[X] originated in [Y].,0,2,45001
Blowup formed in,Italy,Blowup,country of origin,P495,Italy,[X] formed in [Y].,0,2,45001
Blowup was formed in,Italy,Blowup,country of origin,P495,Italy,[X] was formed in [Y].,0,2,45001
"Blowup, that was formed in",Italy,Blowup,country of origin,P495,Italy,"[X], that was formed in [Y].",0,2,45001
"Blowup, formulated in",Italy,Blowup,country of origin,P495,Italy,"[X], formulated in [Y].",0,2,45001
"Blowup, that was formulated in",Italy,Blowup,country of origin,P495,Italy,"[X], that was formulated in [Y].",0,2,45001
"Blowup, who was from",Italy,Blowup,country of origin,P495,Italy,"[X], who was from [Y].",0,2,45001
"Blowup, from",Italy,Blowup,country of origin,P495,Italy,"[X], from [Y].",0,2,45001
"Blowup, that was developed in",Italy,Blowup,country of origin,P495,Italy,"[X], that was developed in [Y].",0,2,45001
Blowup was developed in,Italy,Blowup,country of origin,P495,Italy,[X] was developed in [Y].,0,2,45001
"Blowup, developed in",Italy,Blowup,country of origin,P495,Italy,"[X], developed in [Y].",0,2,45001
Swarabhishekam was created in,India,Swarabhishekam,country of origin,P495,India,[X] was created in [Y].,0,6,21569
"Swarabhishekam, that was created in",India,Swarabhishekam,country of origin,P495,India,"[X], that was created in [Y].",0,6,21569
"Swarabhishekam, created in",India,Swarabhishekam,country of origin,P495,India,"[X], created in [Y].",0,6,21569
"Swarabhishekam, that originated in",India,Swarabhishekam,country of origin,P495,India,"[X], that originated in [Y].",0,6,21569
Swarabhishekam formed in,India,Swarabhishekam,country of origin,P495,India,[X] formed in [Y].,0,6,21569
Swarabhishekam was formed in,India,Swarabhishekam,country of origin,P495,India,[X] was formed in [Y].,0,6,21569
"Swarabhishekam, that was formed in",India,Swarabhishekam,country of origin,P495,India,"[X], that was formed in [Y].",0,6,21569
"Swarabhishekam, formulated in",India,Swarabhishekam,country of origin,P495,India,"[X], formulated in [Y].",0,6,21569
"Swarabhishekam, that was formulated in",India,Swarabhishekam,country of origin,P495,India,"[X], that was formulated in [Y].",0,6,21569
Swarabhishekam was from,India,Swarabhishekam,country of origin,P495,India,[X] was from [Y].,0,6,21569
"Swarabhishekam, who was from",India,Swarabhishekam,country of origin,P495,India,"[X], who was from [Y].",0,6,21569
asado was created in,Argentina,asado,country of origin,P495,Argentina,[X] was created in [Y].,0,1,3163
"asado, that was created in",Argentina,asado,country of origin,P495,Argentina,"[X], that was created in [Y].",0,1,3163
"asado, created in",Argentina,asado,country of origin,P495,Argentina,"[X], created in [Y].",0,1,3163
"asado, that originated in",Argentina,asado,country of origin,P495,Argentina,"[X], that originated in [Y].",0,1,3163
asado originated in,Argentina,asado,country of origin,P495,Argentina,[X] originated in [Y].,0,1,3163
asado formed in,Argentina,asado,country of origin,P495,Argentina,[X] formed in [Y].,0,1,3163
asado was formed in,Argentina,asado,country of origin,P495,Argentina,[X] was formed in [Y].,0,1,3163
"asado, that was formed in",Argentina,asado,country of origin,P495,Argentina,"[X], that was formed in [Y].",0,1,3163
asado was formulated in,Argentina,asado,country of origin,P495,Argentina,[X] was formulated in [Y].,0,1,3163
"asado, formulated in",Argentina,asado,country of origin,P495,Argentina,"[X], formulated in [Y].",0,1,3163
"asado, that was formulated in",Argentina,asado,country of origin,P495,Argentina,"[X], that was formulated in [Y].",0,1,3163
asado was from,Argentina,asado,country of origin,P495,Argentina,[X] was from [Y].,0,1,3163
"asado, who was from",Argentina,asado,country of origin,P495,Argentina,"[X], who was from [Y].",0,1,3163
"asado, from",Argentina,asado,country of origin,P495,Argentina,"[X], from [Y].",0,1,3163
"asado, that was developed in",Argentina,asado,country of origin,P495,Argentina,"[X], that was developed in [Y].",0,1,3163
asado was developed in,Argentina,asado,country of origin,P495,Argentina,[X] was developed in [Y].,0,1,3163
"asado, developed in",Argentina,asado,country of origin,P495,Argentina,"[X], developed in [Y].",0,1,3163
Macaroon was created in,Italy,Macaroon,country of origin,P495,Italy,[X] was created in [Y].,0,2,45001
"Macaroon, that was created in",Italy,Macaroon,country of origin,P495,Italy,"[X], that was created in [Y].",0,2,45001
"Macaroon, created in",Italy,Macaroon,country of origin,P495,Italy,"[X], created in [Y].",0,2,45001
"Macaroon, that originated in",Italy,Macaroon,country of origin,P495,Italy,"[X], that originated in [Y].",0,2,45001
Macaroon originated in,Italy,Macaroon,country of origin,P495,Italy,[X] originated in [Y].,0,2,45001
Macaroon formed in,Italy,Macaroon,country of origin,P495,Italy,[X] formed in [Y].,0,2,45001
Macaroon was formed in,Italy,Macaroon,country of origin,P495,Italy,[X] was formed in [Y].,0,2,45001
"Macaroon, that was formed in",Italy,Macaroon,country of origin,P495,Italy,"[X], that was formed in [Y].",0,2,45001
Macaroon was formulated in,Italy,Macaroon,country of origin,P495,Italy,[X] was formulated in [Y].,0,2,45001
"Macaroon, formulated in",Italy,Macaroon,country of origin,P495,Italy,"[X], formulated in [Y].",0,2,45001
"Macaroon, that was formulated in",Italy,Macaroon,country of origin,P495,Italy,"[X], that was formulated in [Y].",0,2,45001
"Macaroon, from",Italy,Macaroon,country of origin,P495,Italy,"[X], from [Y].",0,2,45001
"Macaroon, that was developed in",Italy,Macaroon,country of origin,P495,Italy,"[X], that was developed in [Y].",0,2,45001
Macaroon was developed in,Italy,Macaroon,country of origin,P495,Italy,[X] was developed in [Y].,0,2,45001
"Macaroon, developed in",Italy,Macaroon,country of origin,P495,Italy,"[X], developed in [Y].",0,2,45001
chorizo was created in,Portugal,chorizo,country of origin,P495,Portugal,[X] was created in [Y].,0,2,13924
"chorizo, that was created in",Portugal,chorizo,country of origin,P495,Portugal,"[X], that was created in [Y].",0,2,13924
"chorizo, created in",Portugal,chorizo,country of origin,P495,Portugal,"[X], created in [Y].",0,2,13924
"chorizo, that originated in",Portugal,chorizo,country of origin,P495,Portugal,"[X], that originated in [Y].",0,2,13924
chorizo originated in,Portugal,chorizo,country of origin,P495,Portugal,[X] originated in [Y].,0,2,13924
chorizo formed in,Portugal,chorizo,country of origin,P495,Portugal,[X] formed in [Y].,0,2,13924
chorizo was formed in,Portugal,chorizo,country of origin,P495,Portugal,[X] was formed in [Y].,0,2,13924
"chorizo, that was formed in",Portugal,chorizo,country of origin,P495,Portugal,"[X], that was formed in [Y].",0,2,13924
chorizo was formulated in,Portugal,chorizo,country of origin,P495,Portugal,[X] was formulated in [Y].,0,2,13924
"chorizo, formulated in",Portugal,chorizo,country of origin,P495,Portugal,"[X], formulated in [Y].",0,2,13924
"chorizo, that was formulated in",Portugal,chorizo,country of origin,P495,Portugal,"[X], that was formulated in [Y].",0,2,13924
chorizo was from,Portugal,chorizo,country of origin,P495,Portugal,[X] was from [Y].,0,2,13924
"chorizo, who was from",Portugal,chorizo,country of origin,P495,Portugal,"[X], who was from [Y].",0,2,13924
"chorizo, from",Portugal,chorizo,country of origin,P495,Portugal,"[X], from [Y].",0,2,13924
"chorizo, that was developed in",Portugal,chorizo,country of origin,P495,Portugal,"[X], that was developed in [Y].",0,2,13924
chorizo was developed in,Portugal,chorizo,country of origin,P495,Portugal,[X] was developed in [Y].,0,2,13924
"chorizo, developed in",Portugal,chorizo,country of origin,P495,Portugal,"[X], developed in [Y].",0,2,13924
Tridev was created in,India,Tridev,country of origin,P495,India,[X] was created in [Y].,0,2,21569
"Tridev, that was created in",India,Tridev,country of origin,P495,India,"[X], that was created in [Y].",0,2,21569
"Tridev, created in",India,Tridev,country of origin,P495,India,"[X], created in [Y].",0,2,21569
"Tridev, that originated in",India,Tridev,country of origin,P495,India,"[X], that originated in [Y].",0,2,21569
Tridev originated in,India,Tridev,country of origin,P495,India,[X] originated in [Y].,0,2,21569
Tridev formed in,India,Tridev,country of origin,P495,India,[X] formed in [Y].,0,2,21569
Tridev was formed in,India,Tridev,country of origin,P495,India,[X] was formed in [Y].,0,2,21569
"Tridev, that was formed in",India,Tridev,country of origin,P495,India,"[X], that was formed in [Y].",0,2,21569
Tridev was formulated in,India,Tridev,country of origin,P495,India,[X] was formulated in [Y].,0,2,21569
"Tridev, formulated in",India,Tridev,country of origin,P495,India,"[X], formulated in [Y].",0,2,21569
"Tridev, that was formulated in",India,Tridev,country of origin,P495,India,"[X], that was formulated in [Y].",0,2,21569
Tridev was from,India,Tridev,country of origin,P495,India,[X] was from [Y].,0,2,21569
"Tridev, who was from",India,Tridev,country of origin,P495,India,"[X], who was from [Y].",0,2,21569
"Tridev, from",India,Tridev,country of origin,P495,India,"[X], from [Y].",0,2,21569
"Tridev, that was developed in",India,Tridev,country of origin,P495,India,"[X], that was developed in [Y].",0,2,21569
Tridev was developed in,India,Tridev,country of origin,P495,India,[X] was developed in [Y].,0,2,21569
"Tridev, developed in",India,Tridev,country of origin,P495,India,"[X], developed in [Y].",0,2,21569
pastizz was created in,Malta,pastizz,country of origin,P495,Malta,[X] was created in [Y].,0,1,44
"pastizz, that was created in",Malta,pastizz,country of origin,P495,Malta,"[X], that was created in [Y].",0,1,44
"pastizz, created in",Malta,pastizz,country of origin,P495,Malta,"[X], created in [Y].",0,1,44
"pastizz, that originated in",Malta,pastizz,country of origin,P495,Malta,"[X], that originated in [Y].",0,1,44
pastizz originated in,Malta,pastizz,country of origin,P495,Malta,[X] originated in [Y].,0,1,44
pastizz formed in,Malta,pastizz,country of origin,P495,Malta,[X] formed in [Y].,0,1,44
pastizz was formed in,Malta,pastizz,country of origin,P495,Malta,[X] was formed in [Y].,0,1,44
"pastizz, that was formed in",Malta,pastizz,country of origin,P495,Malta,"[X], that was formed in [Y].",0,1,44
pastizz was formulated in,Malta,pastizz,country of origin,P495,Malta,[X] was formulated in [Y].,0,1,44
"pastizz, formulated in",Malta,pastizz,country of origin,P495,Malta,"[X], formulated in [Y].",0,1,44
"pastizz, that was formulated in",Malta,pastizz,country of origin,P495,Malta,"[X], that was formulated in [Y].",0,1,44
pastizz was from,Malta,pastizz,country of origin,P495,Malta,[X] was from [Y].,0,1,44
"pastizz, from",Malta,pastizz,country of origin,P495,Malta,"[X], from [Y].",0,1,44
"pastizz, that was developed in",Malta,pastizz,country of origin,P495,Malta,"[X], that was developed in [Y].",0,1,44
pastizz was developed in,Malta,pastizz,country of origin,P495,Malta,[X] was developed in [Y].,0,1,44
"pastizz, developed in",Malta,pastizz,country of origin,P495,Malta,"[X], developed in [Y].",0,1,44
Bituin was created in,Philippines,Bituin,country of origin,P495,Philippines,[X] was created in [Y].,0,1,49680
"Bituin, that was created in",Philippines,Bituin,country of origin,P495,Philippines,"[X], that was created in [Y].",0,1,49680
"Bituin, created in",Philippines,Bituin,country of origin,P495,Philippines,"[X], created in [Y].",0,1,49680
"Bituin, that originated in",Philippines,Bituin,country of origin,P495,Philippines,"[X], that originated in [Y].",0,1,49680
Bituin originated in,Philippines,Bituin,country of origin,P495,Philippines,[X] originated in [Y].,0,1,49680
Bituin formed in,Philippines,Bituin,country of origin,P495,Philippines,[X] formed in [Y].,0,1,49680
Bituin was formed in,Philippines,Bituin,country of origin,P495,Philippines,[X] was formed in [Y].,0,1,49680
