question,true answer,false answer,answer start idx,true answer log prob,false answer log prob,is hallucination
who won la liga in the last 10 years,Real Madrid,Valencia CF,13,-6.769284248352051,-8.980941772460938,0
who has played in the most masters tournaments,Gary Player,Jack Nicklaus,11,-7.242722034454346,-14.091926574707031,0
when did beryl markham fly across the atlantic,September 1936,1932,15,-11.427566528320312,-12.132226943969727,0
what are some special products made in mississippi,farm-raised catfish,Handcrafted wooden furniture,13,-11.426129341125488,-8.352359771728516,1
where is the heart of palm on a palm tree,inner core and growing bud,At the base of the trunk,13,-8.105823516845703,-10.04382610321045,0
who enforces the charter of rights and freedoms,Supreme Court of Canada,The United Nations,12,-9.197186470031738,-10.861034393310547,0
who was the buccaneers qb when they won the superbowl,Brad Johnson,Peyton Manning,17,-8.7653169631958,-8.970523834228516,0
how many episodes in season 3 of good witch,10,12,12,-8.372562408447266,-9.942161560058594,0
when was theme from a summer place released,1960,1965,11,-10.233170509338379,-10.062170028686523,1
what are the two extracellular fluid compartments in the body,transcellular,Cytoplasm and interstitial fluid,16,-16.019451141357422,-15.142393112182617,1
in 1945 which party came into power in england,Labour Party,The Whig Party,13,-7.055127143859863,-12.144304275512695,0
who is the best director in bollywood 2017,Nitesh Tiwari,Karan Johar,12,-16.128494262695312,-16.148765563964844,0
what is the population of keystone heights florida,"1,350","12,500",14,-10.780349731445312,-10.700610160827637,1
when did the term sustainability start to be used,1987,1980s,12,-12.660133361816406,-10.732780456542969,1
when did the cowboys start playing on thanksgiving day,In 1966,1960,14,-11.157831192016602,-10.876835823059082,1
who played emma in h2o just add water,Claire Rhiannon Holt,Emma Watson,14,-13.470234870910645,-10.462119102478027,1
what does fancy dress mean in the uk,A costume,Formal attire,12,-8.361164093017578,-13.183294296264648,0
when is the new tappan zee bridge going to be finished,"by June 15, 2018",December 2022,17,-9.388936042785645,-12.001914978027344,0
what are the 5 pillars of faith of islam,concern for the needy,"Prayer, charity, fasting, pilgrimage, and belief in one God",13,-8.346800804138184,-8.543851852416992,0
when does i'm a celebrity get me out of here start in the uk,2018,"November 20, 2022",19,-6.3730244636535645,-9.5067777633667,0
who plays meredith quill in guardians of the galaxy 2,Laura Jane Haddock,Jennifer Aniston,16,-15.786006927490234,-16.244098663330078,0
how many terms can a mayor serve in texas,two four-year terms,Unlimited terms,13,-9.989239692687988,-11.888299942016602,0
when was the first time the internet was used,1969,1985,12,-9.964954376220703,-10.290853500366211,0
who wrote hallelujah i just love her so,Ray Charles,Paul McCartney,14,-8.433544158935547,-8.565659523010254,0
who was the oldest man elected president of usa,Ronald Reagan,George H.W,13,-8.120661735534668,-10.361736297607422,0
where will the cricket world cup 2019 be held,England and Wales,"Sydney, Australia",12,-9.090178489685059,-8.554266929626465,1
who painted the ceiling of the florence cathedral,Giorgio Vasari,Leonardo da Vinci,13,-14.530810356140137,-13.798006057739258,1
author of the hymn great is thy faithfulness,William M. Runyan,Emily Dickinson,13,-11.199098587036133,-9.021705627441406,1
where does sleeping freshmen never lie take place,J.P. Zenger High,New York City,11,-11.101744651794434,-8.82541275024414,1
word that means separation of church and state,separationism,Secularism,11,-9.697518348693848,-12.090690612792969,0
actor who plays dr avery on grey's anatomy,Jesse Wesley Williams,Idris Elba,13,-10.333791732788086,-20.248090744018555,0
when does season 13 of america's got talent premiere,"May 29, 2018","June 5, 2023",14,-9.934236526489258,-10.048624992370605,0
which animal on earth has the longest life span,tortoise,Giant tortoise,12,-14.225136756896973,-12.296897888183594,1
where was held the first session of muslim league,"Dhaka, Bangladesh","Istanbul, Turkey",13,-11.397933959960938,-7.785994529724121,1
who does the democratic republic of congo trade with,Group of 77,Primarily with Russia,13,-9.748637199401855,-11.782173156738281,0
what is the name of india 29 state,Rajasthan,Gandhistan,12,-11.553836822509766,-11.674532890319824,0
when was the last time miss texas won miss america,1975,2015,15,-11.538744926452637,-8.129889488220215,1
what new deal program limited production in industry,National Industrial Recovery Act,Industrial Production Control Act,11,-8.224000930786133,-7.280826091766357,1
who beat university of virginia in basketball this year,Virginia Tech,Harvard University,13,-7.031849384307861,-6.958250999450684,1
two atoms of the same element that are covalently bonded,shared pairs or bonding pairs,Dioxide,15,-9.168927192687988,-10.939886093139648,0
what is don quixote's horse's name,Rocinante,Pegasus,13,-16.510622024536133,-8.522744178771973,1
who played morticia in the addams family tv show,Carolyn Sue Jones,Julia Roberts,14,-10.276193618774414,-10.793630599975586,0
when was pac man released in the us,"October 26, 1980",1983,11,-10.818500518798828,-11.918638229370117,0
how much is the united states in debt to china,$1.06 trillion,$5 trillion,14,-10.542109489440918,-10.300795555114746,1
which type of hematoma is a result of torn bridging meningeal veins,A subdural hematoma,Subdural hematoma,20,-16.418676376342773,-16.859302520751953,0
who sang i'm gonna run away from you,Tami Lynn,Elvis Presley,12,-9.246500015258789,-14.072319030761719,0
what kind of sentence contains an independent clause and a dependent clause,A complex sentence,Semi-complex sentence,15,-8.51148796081543,-11.215431213378906,0
where did remember the titans camp take place,Gettysburg College,"Miami, Florida",12,-10.660046577453613,-7.831725597381592,1
criminal minds episode where jj becomes a profiler,season seven premiere,"Season 6, Episode 2",13,-8.92547607421875,-10.06747817993164,0
what is the most fundamental unit of life according to the cell theory,cells,Molecule,16,-7.461052894592285,-11.663919448852539,0
how many national parks are present in india,103,75,12,-13.486295700073242,-13.231260299682617,1
where was the remake of wake in fright filmed,Broken,New Zealand,12,-10.635051727294922,-10.137908935546875,1
the atomic number of indium which belongs to 5th period is,49,54,16,-9.794159889221191,-9.724305152893066,1
bowler to take hattrick in both inning in test match,leg spinner Jimmy Matthews,Shane Warne,16,-12.133965492248535,-15.530451774597168,0
where does the synthesis of new dna from existing dna occurs,origins of replication,In the ribosomes,16,-8.187200546264648,-11.701087951660156,0
who plays the prosecutor on law and order svu,Raúl Eduardo Esparza,Tom Hanks,13,-15.36917781829834,-11.979124069213867,1
when did the ship hector arrived in pictou,1773,1765,13,-11.075427055358887,-10.594436645507812,1
who plays the mom on the tv show mom,Allison Janney,Sandra Bullock,12,-16.34959602355957,-13.962766647338867,1
when did the song the joker come out,1973,1985,12,-10.806538581848145,-10.407615661621094,1
where is bigg boss tamil house is located,Chennai,"Mumbai, India",13,-6.079824924468994,-6.585558891296387,0
who wrote yakkity yak don't talk back,Jerry Leiber and Mike Stoller,Bob Dylan,13,-13.297751426696777,-7.618955612182617,1
who played doctor smith in lost in space,Jonathan Harris,Tom Cruise,12,-9.353500366210938,-9.355239868164062,0
who won the ncaa basketball championship in 1994,Arkansas,University of Michigan,13,-4.7109174728393555,-9.136469841003418,0
where was the original flight of the phoenix filmed,20th Century-Fox Studios,Arizona Desert,13,-10.577310562133789,-7.575048446655273,1
what nba team did derrick rose play for,Minnesota Timberwolves,Los Angeles Lakers,13,-9.118253707885742,-10.50008773803711,0
points outside the production possibilities curve represent combinations of products that are,unattainable,Unattainable,15,-13.635774612426758,-14.62785530090332,0
where is dancing on ice filmed this year,RAF Bovingdon,"Sydney, Australia",11,-13.918235778808594,-8.525522232055664,1
another name for a hairpin bend crossword clue,hairpin bend,Serpentine curve,13,-10.268098831176758,-9.8392333984375,1
who sang the theme song for laverne and shirley,Cyndi Grecco,The Beatles,16,-16.238021850585938,-8.892478942871094,1
who are the dallas cowboys playing on thanksgiving,Los Angeles Chargers,New England Patriots,14,-9.543397903442383,-9.624221801757812,0
a request to the supreme court that it review a case that was already decided is made via a(n),a writ of certiorari,Judicial appeal,24,-11.614988327026367,-11.69529914855957,0
when did the last volcano erupt in iceland,2010,2019,12,-8.819616317749023,-11.139909744262695,0
what nfl team is robert griffin the third playing for,currently a free agent,Miami Dolphins,16,-8.28260612487793,-6.968746185302734,1
who did the united states fight in the war of 1812,United Kingdom,France,15,-9.759033203125,-6.989400863647461,1
india's first arctic research station set up in 2008 what is the name,Himadri Station,Arctic Bharat,19,-13.37024974822998,-11.326624870300293,1
name of black man in to kill a mockingbird,"Thomas ""Tom"" Robinson",Samuel Johnson,13,-8.799635887145996,-7.892764091491699,1
why does cooling water run through the condenser,condense the steam,To maintain engine temperature,12,-11.393407821655273,-9.97311019897461,1
what is the name of son of lord krishna,Pradyumna,Arjun,14,-14.755851745605469,-13.127738952636719,1
what nfl team has the most expensive super bowl ring,the New England Patriots,New York Giants,14,-9.403319358825684,-10.357738494873047,0
who sings i'm going to soak up the sun,Kidz Bop Kids,Madonna,13,-11.777670860290527,-8.50936508178711,1
what does rt mean on a dodge car,Road\/Track,Racing Technology,12,-11.205696105957031,-7.205374717712402,1
where does water come from in new york city,The Catskill Aqueduct,Hudson River,13,-15.356374740600586,-7.646896839141846,1
who played mike stivic on all in the family,Rob Reiner,Tom Hanks,14,-13.895748138427734,-12.041805267333984,1
who plays the grandmother in game of thrones,Rigg,Meryl Streep,12,-12.439970016479492,-17.152009963989258,0
what was the main characteristic of post-world war ii american society,strong economic growth,Rapid urbanization,17,-8.258270263671875,-11.274969100952148,0
what is the name of the skin between your nostrils,the nasal septum,Nasal bridge,14,-13.312210083007812,-12.086700439453125,1
who was the leader of the zulu in south africa who led the fight against the british,Cetshwayo,Shaka Mandela,24,-12.472332000732422,-10.251044273376465,1
who is playing halftime at the pro bowl,Jordan Fisher,The Rolling Stones,11,-9.447331428527832,-10.867292404174805,0
what are the importance of rigor mortis in meat processing,tenderness of meat,Enhancing flavor and tenderness,15,-8.299674987792969,-11.772509574890137,0
right to property according to the constitution of india is a,constitutional right,Fundamental right,15,-7.1421661376953125,-6.66673469543457,1
today gestalt psychology ideas are part of which branch of psychology,Berlin School of experimental psychology,Behavioral psychology,15,-8.313250541687012,-9.608636856079102,0
cls bank deals with transactions arising out of,foreign exchange market,Cryptocurrency exchange,12,-7.276923179626465,-11.674962997436523,0
is aluminium a ferrous or non ferrous metal,non-ferrous,Ferrous metal,13,-13.853741645812988,-13.152034759521484,1
how many grams of alcohol in one beer,14,25 grams,11,-9.065530776977539,-10.11886215209961,0
what does a yellow 35 mph sign mean,advisory speed limits,Caution for upcoming construction zone,11,-7.885621547698975,-10.356596946716309,0
who came in last place on amazing race,Kevin & Jenn,Team Redwood,11,-9.667684555053711,-8.265005111694336,1
where is the extensor pollicis longus tendon located,dorsally on the forearm,In the calf muscle,15,-10.56734848022461,-8.680380821228027,1
when do you pray the chaplet of divine mercy,Good Friday,At midnight,13,-8.215595245361328,-9.613853454589844,0
where was the world chess tournament 2017 held,"Tbilisi, Georgia","Sydney, Australia",11,-12.439681053161621,-8.567988395690918,1
who was the dj on in living color,DJ Twist,DJ Jazzy Jeff,11,-8.011787414550781,-10.666501998901367,0
who made the first to record with the electric guitar,George Warren Barnes,Thomas Edison,13,-9.646345138549805,-8.999805450439453,1
